Name,Qualification,Experience,Languages,Expertise,Department,Designation,Description,Consultation Fee,Hospital Address,Hospital Phone,Not_Available_Days,Timings,Speciality Group
Dr. Akhil Krishna,MD or MS in relevant specialty,15,English,", Diabetes mellitus in adults and children, Thyroid disorders (including hypothyroidism, hyperthyroidism and thyroid swelling), Cholesterol disorders, Young Diabetes/hypertension (age less than 30years), PCOD, Excessive hair growth in females, Osteoporosis (thin bones and repeated fractures), Reproductive disorders like lack of sexual development, Disorders of male sexual function, Disorders of the adrenal gland, Disorders of the pituitary gland, Pediatric endocrine disorders like disorders of growth (being too short or too tall), early puberty or late puberty, Calcium related problems, Sodium and potassium related problems, Recurrent kidney stones","Endocrinology, Endocrinology & Internal Medicine, Endocrinology & Diabetes",Consultant,"Dr. Akhil Krishna who carries 15 years of experience with MD or MS in relevant specialty is working in Endocrinology, Endocrinology & Internal Medicine, Endocrinology & Diabetes asConsultant and is an expert in , Diabetes mellitus in adults and children, Thyroid disorders (including hypothyroidism, hyperthyroidism and thyroid swelling), Cholesterol disorders, Young Diabetes/hypertension (age less than 30years), PCOD, Excessive hair growth in females, Osteoporosis (thin bones and repeated fractures), Reproductive disorders like lack of sexual development, Disorders of male sexual function, Disorders of the adrenal gland, Disorders of the pituitary gland, Pediatric endocrine disorders like disorders of growth (being too short or too tall), early puberty or late puberty, Calcium related problems, Sodium and potassium related problems, Recurrent kidney stones.",1100,"KIMSHEALTH, P.B.No.1, Anayara P.O, Trivandrum – 695029, Kerala, India",914714711000,Sunday,09:00 - 18:00,Endocrinology & Diabetes
Dr. Akhil Vignesh D S,", MBBS,Chennai Medical College,Hospital and Research Institute,Trichy, Tamilnadu, MD Internal Medicine,RNT Government Medical College,Udaipur, Rajasthan, DM Cardiology,Government medical college,Trivandrum, Kerala, DrNB Cardiology, MRCP(UK), Member of the Royal College of Physicians London,MRCP(London) 2025, Member of the Royal College of Physicians of Edinburgh,MRCP(Edin) 2025",10,"ENGLISH, MALAYALAM, HINDI & TAMIL",", Interventional Cardiology, Non, Interventional Cardiology, Cardiac Imaging","Cardiology, Cardiac Sciences",Associate Consultant,"Dr. Akhil Vignesh D S who carries 10 years of experience with , MBBS,Chennai Medical College,Hospital and Research Institute,Trichy, Tamilnadu, MD Internal Medicine,RNT Government Medical College,Udaipur, Rajasthan, DM Cardiology,Government medical college,Trivandrum, Kerala, DrNB Cardiology, MRCP(UK), Member of the Royal College of Physicians London,MRCP(London) 2025, Member of the Royal College of Physicians of Edinburgh,MRCP(Edin) 2025 is working in Cardiology, Cardiac Sciences asAssociate Consultant and is an expert in , Interventional Cardiology, Non, Interventional Cardiology, Cardiac Imaging.",500,"KIMSHEALTH, P.B.No.1, Anayara P.O, Trivandrum – 695029, Kerala, India",914714711000,Sunday,09:00 - 18:00,Cardiology
Dr. Akhila Azeez K,"BDS (PMS College of Dental Science  Research, 2018)",7,"English, Hindi & Malayalam",Not Available,Dentist,Not Available,Dentist,250,"Thiruvananthapuram , Government Dental College, TV Medical College, Thiruvananthapuram, None",-7707300210,All Days,00:00 - 23:59,Dentistry
Dr. Akhila R. P,"BAMS (Government Ayurveda College , Trippunithura, 2018)",7,"English, Hindi & Malayalam",Not Available,Ayurveda,Not Available, Dr. Akhila  R P is an ayurvedic doctor having pg diploma in Aesthetic medicine. Will use knowledge and kindness to treat the illness and improve mental and physical health of my patients,300,"Padmasparsha Ayurvedic And Cosmetic Clinic , Watts Lane, Kowdiar, Thiruvananthapuram, 695003",-7485623920,All Days,14:00 - 17:00,Ayush
Dr. Akhila V G,"BAMS (Mahatma Gandhi University, Kerala, 2012), MS - Ayurvedic Gynecology & Obstetrics (Kerala University of Health Science, 2018)",13,"English, Hindi & Malayalam",Not Available,Ayurveda,Not Available,"Pursued graduation (BAMS) from Government Ayurveda College, Thripunithura and Post Graduation (MS) in Prasuti-tantra Avum Stri-roga (Obs and Gyn) from Thiruvananthapuram Government Ayurveda College. Have rich experience in handling complicated infertility cases and have published case reports and review articles in various journals of high impact.",300,"Jeevadha Ayurveda , BN - 227, Bapuji Nagar Road, TV Medical College, Thiruvananthapuram, 695011",-8062117989,Sunday,16:00 - 20:00,Ayush
Dr. Akhila.R.Kurup,"BAMS (Govt. Ayurveda Medical College - Kerala University, 2011)",14,"English, Hindi & Malayalam",Not Available,Ayurveda,Not Available,"Dr. Akhila.R.Kurup is an Ayurvedic physician completed BAMS from Govt.Ayurveda college, Thiruvananthapuram in 2011. She has 6 years of experience in Ayurvedic treatment. She practiced 8 months in Ambadi Ayurveda Centre, Ayoor, Kollam. Presently she is doing private practice in Family clinic,City centre,Choozhampala,Trivandrum. She is offering treatment in Diabetics treatment through ayurveda, orthopaedic complaints etc.",250,"Isouth health clinic , Tc 15/3389,KRA-89,MARAPPALAM ROAD, Pattom, Thiruvananthapuram, 695004",-8046863977,Sunday,16:00 - 18:30,Ayush
Dr. Alfeena Bijeer,"BHMS (Kerala University of Health Sciences	, 2018)",7,"English, Hindi & Malayalam",Not Available,Homoeopath,Not Available,"Dr. Alfeena Bijeer is a expert Homoeopath have qualification of BHMS (Kerala University of Health Sciences	, 2018) currently working in Dr Shifa's Medicare Homoeopathic Clinic.",250,"Dr Shifa's Medicare Homoeopathic Clinic , Pallickal, Madavoor-pallickal, Thiruvananthapuram, 695602",-9720748814,All Days,10:00 - 21:00,Homeo
Dr. Alice Baby K,"MBBS, DA, MD",40,"English, Malayalam, Hindi",#NAME?,Anaesthesia Department,Senior Consultant,"Dr. Alice Baby K who carries 40 years of experience with MBBS, DA, MD is working as Senior Consultant in Anaesthesia Department and is an expert in - Regional anaesthesia and USG blocks.",1300,"BR Life SUT Pattom Hospital, Multi Super Specialty Hospital, Pattom, Thiruvananthapuram, Kerala, India, 695004",914714077777,Sunday,09:00 - 18:00,Anesthesiology
Dr. Alin Mariya Mathew,"MBBS (Government Medical College, Yakkara, Palakkad, 2018)",7,"English, Hindi & Malayalam",Not Available,General Practitioner,Not Available,"Dr. Alin Mariya Mathew is a expert General Practitioner have qualification of MBBS (Government Medical College, Yakkara, Palakkad, 2018) currently working in KIMS Hospital.",100,"KIMS Hospital , 1, Vinod Nagar Rd, Anayara, Thiruvananthapuram,, Anayara, Thiruvananthapuram, 695029",-9817740725,Sunday,00:00 - 23:59,General Medicine
Dr. Alin Navas,"MBBS (Govt Medical college  Trivandrum, 2023)",2,"English, Hindi & Malayalam",Not Available,General Practitioner,Not Available,"Dr. Alin Navas is a expert General Practitioner have qualification of MBBS (Govt Medical college  Trivandrum, 2023) currently working in SUT Royal Hospital.",300,"SUT Royal Hospital , Ulloor Ulloor Akkulam Road, Medical College P O, Pongumoodu, Thiruvananthapuram, Thiruvananthapuram, 695011",-7300775878,Sunday,09:00 - 21:00,General Medicine
Dr. Alka Vijayan,"BAMS (Government Ayurveda Medical College, Trivandrum, 2014)",11,"English, Hindi & Malayalam",Not Available,Ayurveda,Not Available,"Dr. Alka Vijayan is a expert Ayurveda have qualification of BAMS (Government Ayurveda Medical College, Trivandrum, 2014) currently working in Tanmatra Ayurveda.",2500,"Tanmatra Ayurveda , #28, Vikramapuram Hill Road,, Kuravankonam, Thiruvananthapuram, 695005",-7403013685,Sunday,09:00 - 18:30,Ayush
Dr. Amal Babu TS,"BHMS (Tamil Nadu Dr.Mgr Medical University, 2020)",5,"English, Hindi & Malayalam",Not Available,Homoeopath,Not Available,"Dr. Amal Babu TS is a expert Homoeopath have qualification of BHMS (Tamil Nadu Dr.Mgr Medical University, 2020) currently working in Raphael Homoeo Clinic.",500,"Raphael Homoeo Clinic , Kottapuram, Thennoorkonam Road, Thiruvananthapuram, 695521",-9263249660,Sunday,18:15 - 21:30,Homeo
Dr. Amal Calist B,"MBBS (Madras University, 1987), MD - Obstetrics & Gynaecology ( Kerala University, 1999), DGO (Kerala University, 1999)",38,"English, Hindi & Malayalam",Not Available,Gynecologist/Obstetrician,Not Available,"Cosmetic Gynaecologist, IVF Specialist, Gynaec Laproscopic Surgeon
Trivandrum Cosmetic Gynaecology Center, Trivandrum Fertility & IVF Center, PRIMS - Save The Uterus Hospital",300,"PRIMS Hospital , Number 388, 389/1, Kanjirampara, Thiruvananthapuram, 695030",-9153274026,All Days,09:00 - 19:00,Gynecology & Obstetrics
Dr. Ameer K A,", MBBS from Govt Medical College Kottayam 1982, MD(Respiratory Medicine) Govt Medical College Trivandrum 1987",25,"English, Malayalam, Hindi & Arabic",", Pulmonology Clinical Practice, Interventional Pulmonology, Critical Care Medicine, Sleep Medicine, Pulmo Rehabilitation",Respiratory Medicine,Senior Consultant,"Dr. Ameer K A who carries 25 years of experience with , MBBS from Govt Medical College Kottayam 1982, MD(Respiratory Medicine) Govt Medical College Trivandrum 1987 is working in Respiratory Medicine asSenior Consultant and is an expert in , Pulmonology Clinical Practice, Interventional Pulmonology, Critical Care Medicine, Sleep Medicine, Pulmo Rehabilitation.",800,"KIMSHEALTH, P.B.No.1, Anayara P.O, Trivandrum – 695029, Kerala, India",914714711000,Sunday,09:00 - 18:00,Pulmonology & Respiratory Medicine
Dr. Amel Tass,"BHMS (The Tamil Nadu Dr. M.G.R. Medical University (TNMGRMU), 2009)",16,"English, Hindi & Malayalam",Not Available,Homoeopath,Not Available,"Dr. Amel Tass is a expert Homoeopath have qualification of BHMS (The Tamil Nadu Dr. M.G.R. Medical University (TNMGRMU), 2009) currently working in Dr Batra's Positive Health Clinic Pvt Ltd.",499,"Dr Batra's Positive Health Clinic Pvt Ltd , Ground Floor, TC No.: 20/899(1), Thycaud Village, Karamana Road, Karamana, Thiruvananthapuram, 695002",-7649225398,All Days,10:00 - 20:00,Homeo
Dr. Ammu Sreeparvathi,"MBBS, MS ENT (Fellowship in Laryngology)",0,"English, Malayalam",#NAME?,"ENT, Laryngology",Consultant,"Dr. Ammu Sreeparvathi with MBBS, MS ENT (Fellowship in Laryngology) is working in ENT, Laryngology as Consultant and is an expert in - Laryngology, throat, and neck surgeries
- Endoscopic surgeries
- Clinical expertise in voice disorder and voice therapy
- Singers voice care professional voice care
- Swallowing disorder and swallowing therapy
- Flexible laryngoscopy micro laryngeal surgeries
- Endoscopic procedures EMG guided BO guided BOTCx injection
- Pediatric ENT (Adenoid and Tonsils Surgery and Management)
- Tracheostomy 
- Airway disorders
- Sleep disorder 
- Thyroid disorder
- Neck mass (Surgeries and Management)

.",800,"BR Life SUT Pattom Hospital, Multi Super Specialty Hospital, Pattom, Thiruvananthapuram, Kerala, India, 695004",914714077777,Sunday,09:00 - 18:00,ENT
Dr. Amrita B Rao,"MBBS, MS, Mch (Plastic, Microvascular and Reconstructive Surgery)",16,"English, Malayalam",#NAME?,Plastic Surgery,Consultant ,"Dr. Amrita B Rao who carries 16 years of experience with MBBS, MS, Mch (Plastic, Microvascular and Reconstructive Surgery) is working as Consultant  in Plastic Surgery and is an expert in - Reconstructive surgery after trauma, breast cancer, head and neck cancer
- Limb salvage surgeries after cancer and trauma
- Cosmetic surgery for face
- Rhinoplasty
- Abdominoplasty
- Liposuction
- Gynaecomastia .",1000,"BR Life SUT Pattom Hospital, Multi Super Specialty Hospital, Pattom, Thiruvananthapuram, Kerala, India, 695004",914714077777,Sunday,09:00 - 18:00,Plastic & Reconstructive Surgery
Dr. Amrita B Rao,", Fellowship in Hepatobiliary Surgery and Liver Transplantation at the Center for Liver and Biliary Sciences Indraprastha Apollo, Delhi DNB in Surgical Gastroenterology, MCh in Surgical Gastroenterology, DNB in General Surgery, MS in General Surgery, MCh in Surgical Gastroenterology",10,English,", Gastrointestinal Surgery, Hepatobiliary Surgery, Pancreatic Surgery, For benign and cancer, Surgical conditions of Liver, Biliary Tract, Pancreas Spleen and Retroperitoneum, Open and laparoscopic surgical procedures, Liver transplant, Colorectal Surgery, GI & Hepato pancreatico biliary oncosurgery",Oncology,Associate Consultant,"Dr. Amrita B Rao who carries 10 years of experience with , Fellowship in Hepatobiliary Surgery and Liver Transplantation at the Center for Liver and Biliary Sciences Indraprastha Apollo, Delhi DNB in Surgical Gastroenterology, MCh in Surgical Gastroenterology, DNB in General Surgery, MS in General Surgery, MCh in Surgical Gastroenterology is working in Oncology asAssociate Consultant and is an expert in , Gastrointestinal Surgery, Hepatobiliary Surgery, Pancreatic Surgery, For benign and cancer, Surgical conditions of Liver, Biliary Tract, Pancreas Spleen and Retroperitoneum, Open and laparoscopic surgical procedures, Liver transplant, Colorectal Surgery, GI & Hepato pancreatico biliary oncosurgery.",900,"KIMSHEALTH, P.B.No.1, Anayara P.O, Trivandrum – 695029, Kerala, India",914714711000,Sunday,09:00 - 18:00,Oncology & Hematology
Dr. Amritha Manomohan,"MBBS (WEIFANG MEDICAL UNIVERSITY -CHINA, 2024)",1,"English, Hindi & Malayalam",Not Available,General Practitioner,Not Available,"Dr. Amritha Manomohan is a expert General Practitioner have qualification of MBBS (WEIFANG MEDICAL UNIVERSITY -CHINA, 2024) currently working in AMR Clinic.",200,"AMR Clinic , GK Hut , Gk Junction, Muttathara, Thiruvananthapuram, 691512",-9680211125,All Days,17:00 - 20:30,General Medicine
Dr. Amritha Prasad,"MBBS (JJMMC Davangere RGUHS Bangalore, 2015), M.D. (Psychiatry) (SRM Institute, 2021)",10,"English, Hindi & Malayalam",Not Available,Psychiatrist,Not Available,"Services Offered:
Outpatient and Teleconsultations
Psychotherapy and Group Therapy

Expertise:
Substance & Behavioural Addiction Treatment
Bipolar Disorder, Anxiety, Depression & ADHD management
Schizophrenia treatment",750,"Trivandrum Medical Centre , Number -TC9/1267, Kalpadrumam, Sasthamangalam, Thiruvananthapuram, 695010",-7884159760,Sunday,17:15 - 19:15,Psychiatry & Psychology
Dr. Anand Binu,"MBBS (Thiruvananthapuram Medical College, 2013)",12,"English, Hindi & Malayalam",Not Available,Neurosurgeon,Not Available,"Dr. Anand Binu is a expert Neurosurgeon have qualification of MBBS (Thiruvananthapuram Medical College, 2013) currently working in PRS Hospital.",200,"PRS Hospital , NH 47, Killipalam, Karamana, Thiruvananthapuram,, Karamana, Thiruvananthapuram, 695002",-7089618162,All Days,00:00 - 23:59,Neurology & Neurosciences
Dr. Anand M Kurian,"MBBS, DA, DNB, MNAMS",25,"English, Malayalam",#NAME?,Anaesthesia Department,Consultant and HOD,"Dr. Anand M Kurian who carries 25 years of experience with MBBS, DA, DNB, MNAMS is working as Consultant and HOD in Anaesthesia Department and is an expert in - Ultrasound guided blocks and vascular access
- Renal transplant anaesthesia
.",1200,"BR Life SUT Pattom Hospital, Multi Super Specialty Hospital, Pattom, Thiruvananthapuram, Kerala, India, 695004",914714077777,Sunday,09:00 - 18:00,Anesthesiology
Dr. Anandakumar M,", MBBS, MS, General Surgery",25,"English, Malayalam & Tamil",", GI Surgery including Laparoscopic Surgery","Surgical Gastroenterology, Gastroenterology",Senior Consultant,"Dr. Anandakumar M who carries 25 years of experience with , MBBS, MS, General Surgery is working in Surgical Gastroenterology, Gastroenterology asSenior Consultant and is an expert in , GI Surgery including Laparoscopic Surgery.",800,"KIMSHEALTH, P.B.No.1, Anayara P.O, Trivandrum – 695029, Kerala, India",914714711000,Sunday,09:00 - 18:00,Gastroenterology & Hepatology
Dr. Anandaraj,"BDS (K.V.G. Dental College  Hospital, 1996), MDS - Paedodontics And Preventive Dentistry (Government Dental College , Trivandrum, Kerela university, 2003)",29,"English, Hindi & Malayalam",Not Available,Dentist,Not Available,Specialized  in Pediatric & Preventive Dentistry. ,200,"Kids Dent Pediatric & Preventive Dental Clinic , TC 13/163-1, Mannara Bhavan, Murinjapalam, Kumarapuram Road, Pattom, TV Medical College, Thiruvananthapuram, 695011",-9459833540,Sunday,10:00 - 20:00,Dentistry
